Index	GC_N_B01	GC_N_B02	GC_N_B03	GC_N_B05	GC_N_B06	GC_N_B07	GC_N_B09_4	GC_N_B10	GC_N_B102_1	GC_N_B107	GC_N_B108	GC_N_B11	GC_N_B116	GC_N_B12	GC_N_B125	GC_N_B135	GC_N_B136	GC_N_B138	GC_N_B14	GC_N_B20	GC_N_B21	GC_N_B23	GC_N_B30	GC_N_B32_4	GC_N_B35	GC_N_B36	GC_N_B37_1	GC_N_B38	GC_N_B40	GC_N_B42	GC_N_B46	GC_N_B48_3	GC_N_B50	GC_N_B54	GC_N_B57	GC_N_B59	GC_N_B60	GC_N_B61	GC_N_B63	GC_N_B64	GC_N_B66_1	GC_N_B68_1	GC_N_B82_1	GC_N_B83_1	GC_N_B84	GC_N_B86_4	GC_N_B87	GC_P_B04_1	GC_P_B08	GC_P_B101	GC_P_B103_1	GC_P_B109	GC_P_B111	GC_P_B112	GC_P_B114	GC_P_B123	GC_P_B126	GC_P_B13	GC_P_B130	GC_P_B15	GC_P_B16	GC_P_B18	GC_P_B19	GC_P_B22	GC_P_B24	GC_P_B26	GC_P_B27	GC_P_B28	GC_P_B29_4	GC_P_B34	GC_P_B41	GC_P_B43	GC_P_B44	GC_P_B45_1	GC_P_B47	GC_P_B51	GC_P_B55_1	GC_P_B58	GC_P_B62_1	GC_P_B69_1	GC_P_B71_1	GC_P_B72	GC_P_B73
M21201153a	2644.0321	258.7559328	833.0200163	11271.16491	270.4980116	1.739465675	9.790842877	44.30407373	222637.1756	326.1738072	373.6987916	250.7301725	30.96132096	50.56676815	2248.317079	380.3065526	8028.155392	19436.03416	8.730583323	17.84381995	1.060099699	42.5032925	0.158970124	42.55533546	19.04761116	10.51813335	687.9482854	109793.7043	205.4168979	323.9714799	107.0884322	1.670124817	18.33629216	151.5852197	3.615122136	1.961095467	4.856405896	277.9631991	1.245074309	15.72274222	0.000232673	7.518173212	0.045043866	2.986352476	29.20403011	92.37020892	30.5694369	1919.584061	628.2532786	43207.85553	15709.01224	129.3126774	103.6113555	110785.2829	11.47081825	107.1882699	221.6017471	5.470276146	8873.979912	3986.830484	1.820784678	7.477889209	363.0838283	10.26935942	0.353782979	19.597717	49.8984745	6.742001045	0.034703701	0.791820511	28.13901541	6.907056203	117.9384387	953.9363546	412.232374	3.750427127	8586.131058	71.77149362	4.771991803	306.5384106	0.427367149	16.52094025	0.14174605
M21201155a	1991.691588	229.0121956	928.561203	8294.504717	31.09245148	9.56162768	1.736089392	1.72302977	205428.2826	254.92968	200.0089451	1.638772648	4.098492783	47.89668041	3490.982002	1034.946377	10197.18776	45582.43376	0.75323604	0.510541837	0.990454459	36.84989379	0.203976453	1.703977144	17.14240075	6.086509282	253.6946425	15521.61291	855.1845573	19.22347261	0.444262259	0.005490242	28.31148264	360.4877148	3.800906543	18.65192867	1.703372277	793.5302968	2.671763977	0.422210355	0.030561475	5.281572688	0.0179306	112.8431306	2.307684597	180.2798985	21.7530643	1171.33243	18.40521726	25176.28941	9465.963166	198.8039286	48.21602432	153121.8718	20.48235664	43.33743846	162.808102	0.967247337	2974.813418	3248.025177	1.147657703	5.405317504	1.44E-05	9.013639452	0.238660863	21.0298465	99.06740406	5.251898184	4.025361922	0.573662091	5.690816452	5.159244014	95.38845288	0.055346832	0.013642528	0.759253632	3925.293598	141.5356496	2.359689965	236.2630391	0.747580488	22.79313865	0.353862235
M21201156a	2965.865723	267.1318486	1256.502409	10823.94491	52.49342494	3.392627854	263.9059308	35.55694953	205898.9811	160.9930832	258.6944881	662.6384593	54.53197414	275.8552015	2568.194855	512.8813876	9588.5777	25530.85295	10.8404095	9.598848548	5.168050958	43.54745905	0.319070841	27.94513075	33.69420312	23.84336343	621.6964367	74795.69646	397.3386832	708.3613998	2.934784989	5.848909708	23.63785911	320.9479779	3.433521444	12.92092221	0.184346488	329.1078131	2.535363684	6.57490439	0.127028409	5.220954761	0.021855844	6.348583529	23.39996107	137.153955	28.33390769	1393.388963	283.3120309	41458.78311	12610.73087	1.323887754	6.106412635	50322.44669	19.39114595	97.59585758	85.86199016	8.967636555	15171.77267	3514.553238	0.265129616	8.016031381	140.9172376	9.003382252	0.168799785	20.80214817	52.18156213	5.012279092	6.397441386	4.814912147	65.15820616	4.496117639	84.41548187	342.4994307	155.7137255	22.43907628	6080.507434	66.56043077	2.146996129	185.795996	0.330116558	13.49052067	0.176550447
M21201157a	2443.697114	275.6503681	837.4252584	8072.346836	416.257679	2.87952241	2.983676496	6.160844509	213321.2134	192.7975022	220.6274508	18.27702651	34.17237968	117.2210808	3058.544517	721.4353137	10145.43994	28952.73921	2.260747932	1.926882985	2.554752131	451.3952985	0.214014568	6.991945153	41.79543625	11.40365642	1034.395225	1306347.516	649.0078037	93.29498084	1.309818607	0.330289543	18.01203558	189.7995751	3.437875496	14.50228533	3.314274313	1086.229505	1.692510903	2.996861408	0.000232673	9.210076318	0.022728988	10.6558607	8.261530781	146.833318	31.55621128	2154.657259	74.00381048	38777.55952	11041.94382	62.30393655	51.28270308	124699.1014	13.1124617	60.85548189	129.9349477	4.143178819	5144.406357	2909.056974	0.56097673	9.073353487	15.9767071	6.127218376	0.26245469	34.41412108	111.3485144	3.863434508	8.226488731	0.948215053	3.191179964	5.3938271	96.53207597	74.31972343	17.46218116	3.712589496	5372.780362	174.4518704	4.251884824	305.5941968	0.908556264	33.08219721	0.316268465
M21201158a	4073.29274	315.1919583	1428.093954	7148.158294	507.341151	0.859429374	6.889036924	26.23432832	309932.3251	172.5340436	631.2536634	22.81555339	4.887752859	415.6085187	4011.808873	832.0284875	12494.59972	35318.04977	3.111894657	4.78365172	19.63177249	469.0915273	0.435452137	24.22529539	2.890910282	9.338189514	1068.959348	578389.591	812.4528374	307.622597	66.74895943	0.232797454	28.31709107	276.9548462	4.432293259	24.72584029	2.049425822	158.4358287	4.419491534	2.120002333	0.067201219	0.832874112	0.036802242	4.079116224	51.1247835	207.6033302	32.46505599	1186.208275	493.5958867	34508.50155	12078.47099	34.57994854	56.71518432	30940.69892	19.34721717	49.24756433	106.8140026	4.008552512	8205.798183	2209.368983	1.326390299	6.346458518	27.19597061	19.63366223	0.174562488	25.21696234	92.04771404	12.36973675	1.280704934	0.861047674	8.549956142	6.225066957	175.6956844	115.6106036	30.56744586	6.155667525	2123.183092	122.9654291	11.95065967	394.9889194	0.151455564	29.19473828	0.424448471
M21201160a	2170.285255	88.89754662	786.1554832	7601.203571	141.3860541	3.571960409	8.963175674	9.734749903	279118.0799	295.5845924	351.8561348	29.1202255	5.608061901	89.06961041	3126.973938	590.4510547	5429.194914	15244.83611	3.593902331	0.653160609	1.443060646	90.11311194	0.32055934	11.11378188	12.63053767	5.513369874	577.8330004	345021.642	437.6752383	44.24352995	0.947619914	1.158372755	4.605766438	269.9525991	0.761513539	8.368526852	0.002671623	293.144171	1.112178722	0.350959718	0.000232673	3.289492671	0.012089695	471.2931686	8.009734204	46.25161288	21.95664623	958.6863116	263.6155327	25100.84244	9944.091299	195.6107776	57.73268638	152354.6673	19.65100692	56.55745326	220.6827916	3.137735136	1348.732031	2444.75058	0.801563039	4.074229162	1.750762141	8.899578468	0.322625099	13.29637511	90.93392179	4.804074579	1.593958729	0.999422796	10.08562836	6.093228673	58.93695299	7.673688586	1.786707825	2.837658271	3325.711827	113.7803268	1.478378962	332.0462247	0.247669648	20.17434064	0.208607484
M21201161a	2097.500822	144.2257808	1100.645742	7755.441812	1163.980836	28.85019487	62.05660916	14.05034386	250782.1206	255.9814649	221.9130121	255.0463067	30.99562203	76.51926491	3007.43332	328.354086	11289.13592	42120.40615	24.58927306	9.194810776	2.816334889	233.6708879	0.775122428	17.10061104	6.808079314	9.514073275	1753.000593	57331.05925	282.0983466	92.17223084	962.8230533	1.055459684	15.37228629	128.8422647	2.872874588	13.10647776	1.920586013	3868.02275	1.710710424	8.851455471	0.000232673	3.288085509	0.031873819	3.001117808	27.38956513	128.3828715	33.14155615	588.8974301	13.21396975	35006.27206	10945.18883	177.6852196	85.28191729	218459.2378	22.55959254	33.26878288	335.6436947	18.41172811	9017.653931	2899.132133	0.034044055	4.65776789	90.07877276	7.127066611	0.257201487	10.89973943	25.56594485	4.544353262	0.318990025	3.147975955	92.51235998	4.544256084	50.91925596	136.1436826	102.2089318	7.877397867	9284.681403	36.21572887	2.768589114	238.943089	0.759442012	10.93620023	0.096222852
M21201162a	2295.753098	52.35752205	1203.314465	9832.288241	254.0356233	8.260120454	69.34963523	50.96310191	216724.2336	274.7884354	290.9065709	465.5388613	58.63287077	181.9958299	4151.173745	344.5011112	9514.617392	24318.55017	26.80520804	11.34628287	3.881575174	141.203878	0.333249929	50.56790014	16.76474056	10.95839085	528.4786043	287238.4908	448.6774091	182.3484844	1.829618727	7.709925545	4.769497543	81.79675511	0.989936475	8.104437481	2.575171978	410.943918	1.017839472	3.163253437	0.000232673	1.827852564	0.0164548	18.9860397	38.2332953	105.6566992	27.9036685	1523.548187	9.718074018	33421.62966	11739.82813	163.3781908	92.0956826	278395.6747	34.56526851	73.04988054	282.4597165	20.97119198	14029.2521	4119.693058	0.73655174	4.34732156	139.4905831	7.737030928	0.224600312	21.80918599	72.61917987	4.10985171	26.22406225	0.970982459	42.60037647	3.474660461	81.33848064	242.6122412	147.2471721	1.396773541	4466.099804	108.7340475	1.967945394	153.8475152	0.895417527	26.09409896	0.326373967
M21201164a	4532.446121	220.5290323	1058.937581	8077.053473	85.31737512	1.717996593	7.005981246	7.036677992	207627.8597	189.1699013	321.8346119	17.37797131	11.15229644	255.224101	2899.670577	667.7724229	11775.53109	26694.52599	1.596986055	0.332257606	6.1434456	199.3028051	0.728161607	6.487755037	46.12540947	8.277845441	841.691243	497124.4178	373.0746215	72.70352556	0.407820076	0.129462583	15.48423761	215.1642406	3.54717255	17.27805147	3.899984281	2151.008271	1.569449461	0.231907437	0.160242761	0.818322956	0.022642822	2.577428673	5.129109838	169.3088702	25.11095468	2622.351194	1.425749845	29359.82045	9498.193233	1.323887754	0.000628762	32630.0557	23.53866651	26.69118108	56.42566006	1.378435776	11889.81431	3984.69978	1.006041579	2.838323663	0.038557206	10.46068157	0.236080421	17.63140934	72.09655722	7.394071012	0.354834794	1.569204965	6.178955636	2.888510743	77.56835695	0.035622306	0.012458468	1.503620471	5830.229019	90.60642629	2.756746797	171.4556695	0.089771507	22.02605954	0.193565198
M21201165a	2383.382905	187.1492912	749.8933937	8560.206306	23.83393206	11.45270952	1.817128356	3.22724429	241316.0979	212.3897258	407.3329381	1.308581118	14.93937481	67.90989397	4917.391162	233.8826795	7351.659632	16833.64569	0.851355993	0.415991778	35.76827431	290.8679266	0.078842331	3.36325751	2.954741095	7.58577792	1541.864465	959055.1147	305.5329834	40.87709363	0.459832732	0.078623357	20.30417441	134.6390806	4.673753613	6.55950707	3.75608162	542.4158257	0.926448938	0.031131059	0.000232673	7.586924091	0.01183503	237.9444161	5.758369536	73.73465476	23.93782287	689.943331	177.6590372	26898.19229	10292.05326	82.93541	47.89983956	63751.63881	17.14056957	71.69527131	257.8021603	0.937494739	3634.206974	2847.384867	2.737651395	4.954668991	1.44E-05	6.831491746	0.234667048	4.836446225	17.73409532	4.773127312	1.020008604	0.884736354	3.195573165	4.675154736	45.58868092	0.208104334	0.002618838	1.279524936	4696.729728	19.77349736	2.211347588	187.3586757	1.750606796	8.733290604	0.074998454
M21201166a	2867.25617	99.0262408	673.1379494	8221.223266	40.19214413	6.851841125	15.73106239	0.695929266	203905.0136	167.3326785	146.6911788	17.73693351	11.28830396	110.7470984	2682.211371	747.9060253	8755.17158	37008.46079	0.558746738	0.177413555	1.44338866	62.86868097	13.56602939	0.983425973	53.21442103	3.702617696	270.427762	147797.5369	374.3184872	12.52350316	1.332813903	0.528986191	8.195628658	208.9054764	1.477774492	4.372157661	0.641868462	118.8318837	1.50149211	0.062262119	0.000232673	7.209350257	0.019941721	167.0832001	5.626257041	115.3472935	18.32760078	2653.095393	118.3390193	20049.48133	6438.999556	81.69220712	18.12148172	77197.04212	7.172238387	0.387367874	94.34532591	1.67546961	1704.817636	2252.836988	0.335441396	2.886559305	1.44E-05	5.744764664	0.238454023	6.785248185	25.39298906	3.716954034	5.687457148	0.722536199	4.06882013	3.554073621	62.23247867	3.22E-05	0.002202936	1.664709589	3274.935393	30.79847548	2.081020854	238.4537731	0.2647193	9.929864689	0.065603622
M21201167a	3529.861383	320.176565	1009.721531	8947.558975	352.5573278	0.471743878	8.523065321	4.878965653	251041.0007	288.0401317	527.7341653	13.21424821	13.61198527	35.50727375	3588.505965	359.7706324	5467.282967	25191.78159	1.708673006	5.427276105	1.846311661	196.7623446	0.093149206	5.162400064	12.31039957	7.840294239	841.6027426	623663.0698	387.678976	34.49393702	11.23824454	0.540622024	24.94440079	184.3778478	3.806215896	9.987181062	3.074633857	429.6123863	2.425998151	0.611427494	0.000232673	6.366857879	0.015808735	10.73558536	5.659094252	76.94783344	30.79868543	1486.247613	199.9987839	35073.06935	9653.291312	127.6302974	40.82781618	260088.3149	16.61884158	41.87350825	159.5133983	2.406059325	24964.56489	3158.040085	0.513964132	6.560616391	37.06422229	7.869991912	0.280353066	6.721636417	20.3305555	4.576377072	24.08458811	0.771516363	12.60877784	4.749502399	46.53092733	55.40179058	40.21712662	1.920819228	7716.830164	29.71191235	4.390749248	124.5095536	0.341267877	8.325826854	0.104435697
M21201169a	3204.072772	86.58186563	915.923447	10116.46446	58.35878394	9.057975524	5.307508965	3.850930325	216103.0341	176.8273053	203.7059463	24.35086937	23.07872597	31.6154779	3784.390403	698.0002029	7118.96275	28874.13847	0.688408215	0.666750686	0.929457396	76.43504618	0.245130103	3.500342101	40.37900718	7.146009778	293.5441579	91192.23829	467.5236782	126.3119107	0.743238369	0.558445125	4.581980431	169.3529837	1.713757089	12.85866232	0.096016324	533.4053185	1.201703718	5.809489469	0.00805426	10.33465455	0.016403079	239.7849954	10.59225375	69.16627125	25.85787396	2551.105205	88.08049541	32285.17066	12145.44968	149.5585453	104.5448039	157779.2994	21.42257115	28.58725905	173.2990393	0.47886819	2882.163419	2985.42307	1.108673982	3.314615215	2.075182783	7.129393099	0.371767417	9.036852106	16.002411	4.353956264	51.62029514	0.992160312	1.92601179	6.638999714	86.40657439	12.47710359	2.145216444	1.150873628	4580.246667	24.59995629	2.704520657	387.9177946	0.391751384	6.598121405	0.088385611
M21201170a	3153.173041	96.70310151	899.173187	7478.470288	814.1215724	13.06925754	3.954015272	0.615451433	232572.9636	150.7295862	233.1267203	12.25924738	4.280920403	49.08049974	4178.14093	1057.896984	8110.833775	10668.36671	0.432275536	1.678763209	0.185852559	50.13985774	10.97490208	0.66571647	17.18549723	6.711912963	264.8722715	56361.99458	385.8992566	24.82257924	2.756523204	0.886021863	4.607210111	199.0452594	1.081938607	6.859024508	1.766845523	414.4473986	1.237841105	13.6560618	0.000232673	3.686971304	0.012533221	856.5929305	3.743588373	89.1232777	37.1634563	1089.950642	593.8358579	20845.2918	7660.857746	1.323887754	0.000628762	24186.7094	40.29448886	55.4427939	55.47545257	0.733182443	3741.592814	2530.274561	1.164930283	7.933827286	12.72699881	16.02664531	0.322895841	6.024780164	17.57720096	9.425378708	8.34125432	1.310590156	0.953969628	5.149753992	67.00912535	89.96571134	14.34538807	8.702747264	2919.140602	25.22704617	3.405608937	372.1981828	0.270850805	6.583682081	0.07682122
M21201171a	2681.235856	180.4452419	876.109313	6416.185801	264.112129	2.463540115	34.692472	4.037794445	184602.2024	249.0746504	177.0393822	59.16364237	32.03132462	307.6955568	2131.617005	651.6740779	7791.114548	23856.45689	2.077489259	0.346263009	4.152636664	1170.1694	0.086981792	3.438275761	21.35962966	9.778984221	1380.7062	1570397.138	166.4925377	98.14591697	3.033855275	1.708434371	17.20914729	130.3177968	2.020680149	5.406054851	0.109723554	331.1618395	1.60055408	5.846336858	0.306178355	4.988019766	0.017356594	16.03131378	117.3521635	65.01852825	26.92258159	1563.775716	1465.167504	25084.88097	8300.119408	6.941989355	17.05430799	211304.2362	13.09453347	45.86874138	95.73333635	1.699981851	12398.97394	2644.296399	0.418821322	3.693298198	1.44E-05	5.027238214	0.0844564	12.38701926	36.830611	3.957450763	30.92666747	2.751493692	8.05009072	2.938766944	39.47733992	0.039290103	0.022930407	19.03532136	5091.197764	52.30713544	2.007600653	92.23787765	0.405804659	9.963973904	0.123573987
M21223639a	5508.40916	162.4261443	839.5457275	8469.133753	347.3682044	49.31140027	16.08783805	12.09414341	155671.3895	261.4785154	510.6960597	115.8727428	11.33592133	112.8279348	3205.716712	480.6277611	5900.474856	18757.01093	7.783112098	3.800428162	2.562038901	128.9663969	5.625122907	12.18488254	2.530092074	5.003103326	1147.069635	364331.3128	226.1761257	158.4735471	2.248940307	2.182549264	9.642262479	219.8141804	3.705399363	8.846566437	0.744172885	1427.082234	4.680878719	18.65199755	0.258696659	16.3857378	0.01573957	10.19534262	66.45501297	25.41683473	20.98078549	663.7296021	378.0675429	26829.17277	7398.465226	150.2009195	42.44424691	58405.19003	20.82516227	52.27329502	152.8450988	6.945706935	8712.982458	3321.020297	0.280661274	6.790011423	54.10928552	29.36771777	0.347435709	19.1793724	47.14496997	18.89495838	37.44745827	0.566148307	15.47113313	2.108175454	132.9876532	94.68153748	63.36382843	0.255827782	7826.803104	72.01131083	2.003604671	207.5931912	0.199050136	16.5265877	0.177033906
M21223640a	6585.788064	33.19224703	850.9381031	8999.486949	31.76597095	2.26949758	2.983456587	4.126336642	135982.3099	203.5973354	658.9674505	18.87049775	25.14801506	30.14438124	4943.145509	837.811273	6480.47804	28997.19302	1.576414439	5.785192773	1.7724967	12.63547164	4.941368962	3.757110197	2.182090839	8.693840166	198.630167	8872.058666	343.9590153	17.51769627	1.185944562	0.721661886	4.968041277	306.0991585	0.079601798	15.48692218	0.793803428	638.9845684	4.923810444	0.891684766	1.500022283	10.27119572	0.020770293	5.753279253	59.07095169	116.4784962	26.84151681	620.8555049	158.2877071	30294.07478	8908.507266	51.69019762	21.8937956	79485.84903	16.29735442	49.3305245	108.3485893	1.393945551	8883.569673	3148.366751	1.866985642	4.025202663	41.3189464	20.52366456	0.385324027	32.09764872	75.88583647	15.72610792	105.527014	0.888699987	6.555929839	1.980489408	149.468346	67.22540552	44.96285619	2.251650246	2988.686381	115.8800358	2.233974706	298.6560721	0.169027687	19.50716551	0.149529088
M21223642a	8384.900501	40.89171405	978.7822604	10984.79647	48.55084367	5.245237993	566.9924048	168.9154456	156373.9962	230.4707898	698.6698642	406.858828	31.20659475	359.3263472	3649.746528	756.9172573	7306.687105	27098.40971	16.68245716	3.818301852	8.771111967	119.2823411	0.0102542	120.2966434	5.021013728	12.90459335	807.5859361	114514.3504	354.7481888	1797.781499	2.038514739	12.0531295	2.31017614	96.25830898	0.958038636	14.81439834	1.07957286	544.4108532	8.275226884	3.136326963	1.431595845	4.498745325	0.018399936	3.227193517	13.73875247	108.8119436	22.46317594	908.7804329	398.931363	44075.39228	12412.63067	66.53496323	10.06615061	54971.30403	16.42228445	78.17569451	117.6973208	10.85896649	6497.40433	3239.122104	0.071710214	8.420808134	32.92774738	45.07739112	0.319876204	48.44038338	234.4745846	28.12160455	51.50902272	0.688856828	166.1439402	1.753588704	135.922504	43.03769257	35.73219776	1.565228226	6596.244615	298.0430256	3.406861105	245.9530395	0.142648041	73.89762794	0.570227374
M21223645a	7698.78051	86.70002216	756.9848183	7257.984753	71.17173016	1.086691485	5.877415661	4.199164373	187937.9616	211.0443824	773.3984241	39.86637166	13.24020438	38.51831672	5750.933507	964.4431179	12243.29638	30434.11023	4.450713202	6.501386177	1.319794373	28.970767	1.284783535	4.552567738	1.544582324	10.55666726	293.6222695	47935.07497	327.4226571	47.05507879	5.322407644	2.110103043	7.737549781	371.6078615	3.238638424	7.077463713	2.283883845	358.9330014	15.92735332	5.612472188	0.716506503	8.053695099	0.027987308	52.39328168	50.7579895	85.49044621	36.11392173	467.3049778	229.2583363	24842.09028	7711.533457	164.2702959	95.24538624	210494.2052	13.32891147	88.64621851	406.6106246	3.515837443	3606.595584	3228.078993	1.850143928	6.82720041	31.33561526	56.95448633	0.403948235	12.37863471	40.02249428	35.43971154	8.734718075	0.899489718	5.266246143	3.01695745	192.4977641	33.33677607	33.60739488	1.725711084	5511.667253	53.88053059	4.572065673	367.5641231	0.322522855	14.45437893	0.087477555
M21223646a	9397.397551	17.97980993	972.0885687	9447.809608	18.06204021	0.581888346	48.6777287	28.0039485	174621.9147	154.9133707	934.7647227	340.6562936	10.7103047	133.3302664	2879.787516	376.3912579	5104.583251	25574.7689	5.590390805	8.109783255	1.959117481	18.21727667	0.369701414	24.11727863	2.219502046	15.46266919	550.4268501	14198.97334	228.6537586	448.8654423	8.536208022	1.532221449	3.071526232	122.3060192	0.143980862	3.739822458	4.191793028	623.0567685	11.59704835	5.201298841	0.61970522	13.36317437	0.023408109	6.361073216	166.7677681	43.59118993	19.58273483	665.7390526	293.2795054	44156.94536	13973.56832	1.323887754	12.79843211	85200.83541	23.39915226	65.0590716	152.0351729	4.350204212	9506.199236	3703.393021	1.198508995	6.409072233	50.34633249	54.58228492	0.26765334	19.81060315	47.32060593	37.89134952	346.0871381	0.960772044	15.28801942	2.786139033	216.7337683	62.55723616	56.61729109	2.647608307	9321.615961	70.40651575	2.540135489	233.4282501	0.186315298	13.5309301	0.10518997
M21223647a	4734.911199	18.85080141	982.726245	8307.593243	872.9968854	30.99041739	7.511005641	52.29975692	152822.2689	233.7136044	510.9659005	69.69221427	18.48880769	168.1393497	3140.909704	566.9424397	5669.55536	17876.93239	13.87709633	4.258058827	2.147579168	56.49616969	0.375882984	52.45300929	0.875468226	7.118948769	391.9906842	321431.724	285.2754557	137.472752	3.407913645	2.183382993	2.777695536	134.6784419	0.012069925	7.715151811	1.582508615	640.5743376	3.529648272	2.774849433	0.359919597	17.91194508	0.017449932	4.508478813	5.450357994	41.2937727	25.16668185	284.8431629	213.7213344	30278.71442	10201.42535	177.2692012	61.00658026	282339.6387	17.60254014	120.5215387	437.1377442	9.745218193	6763.397564	3078.131455	0.566839593	12.50330243	35.26186302	21.43914707	0.310662005	28.028189	139.6689918	17.12017913	43.94357573	1.153688022	45.08571914	2.947366089	119.9206311	42.03923625	37.97834443	0.119288388	8961.180224	187.0082018	2.905765481	243.8669339	0.383556388	34.98473013	0.207139849
M21223650a	8350.754665	59.87742991	1060.432431	9678.666821	141.6204328	12.54832524	3.370558245	20.48831494	117893.2845	214.6294052	834.1723847	63.13921781	39.93787645	65.61039366	4056.096726	391.4060831	12663.22368	39678.30188	10.64268974	0.52951864	0.448683221	423.0318051	8.970852867	21.39508974	3.791914833	4.834176154	2018.704662	1024659.384	391.5463198	28.98012467	0.704156352	1.797842835	4.828334623	361.4832226	0.00018251	18.55755484	2.184125368	1793.629941	5.48228889	1.453315472	0.477743604	8.689278283	0.0121343	41.16540185	4.405253287	79.35529752	30.16196383	720.8481472	76.09230372	27017.53029	9123.18129	67.78758043	52.93236138	218689.1276	10.75346363	36.48826135	176.0316587	8.342123159	2827.511731	2224.244274	0.363415587	7.271226096	0.9713724	35.62850497	0.267531477	20.44472834	51.8994088	26.39894791	29.61542655	1.764457756	36.43893895	1.552912443	137.9703693	0.298990701	0.953259435	0.692859095	1734.35926	75.984011	2.228232717	368.2488633	0.579392208	19.73816946	0.170045317
M21223651a	8022.964025	32.60593314	788.8158728	6864.220343	18.24166475	1.305578489	7.210973685	7.72652974	117511.2896	212.4475057	363.1331444	112.0298048	20.66886226	15.49600537	5373.610139	660.3898449	15046.24421	29453.96995	3.182019198	3.478790439	0.207576795	22.3931963	20.98642274	7.080302027	1.79678238	4.673109665	655.6729909	33390.94951	286.5076782	61.26282182	2.460989186	1.280083083	4.004556428	218.7165478	0.75607002	8.169301559	2.741987518	1564.005897	9.093601414	2.671414442	0.694970355	9.81802007	0.014897219	23.211408	5.884822859	54.63687307	21.04093362	420.4948273	52.1928674	21506.37517	7708.797942	222.1824877	75.97485525	189402.8164	26.15314601	44.92672688	332.9497838	2.589407651	2370.191715	2499.329303	0.088271713	4.003953459	54.09901088	38.65204968	0.240257349	28.66230623	55.2307519	23.4629891	61.28642697	1.183654182	18.74922857	2.943046721	158.1870765	77.76356866	54.01634786	1.375398971	3039.328562	97.31149735	1.658304068	287.2886051	0.38019158	24.6523672	0.113570282
M21223652a	8492.648148	27.71452751	739.2128468	9372.082097	160.8123995	4.455286193	9.937936408	18.7299172	174157.3683	175.3861611	852.38107	183.8647122	14.14131049	431.714422	4805.371587	652.1831587	7134.22833	31254.76453	13.36972905	5.097257983	3.380349263	213.0601483	30.59727491	19.66147382	3.015391266	7.538485866	1097.927291	260623.2129	317.8767037	147.0935196	4.976465713	1.409779846	6.271096866	77.17432168	0.045833158	7.575842145	1.22063315	2760.227713	9.735601109	14.61460389	0.404437895	4.16814267	0.024073659	3.595149239	8.68060087	69.86954055	28.66508077	898.5233194	217.2433513	31689.77572	10551.45238	128.5514725	84.75776254	226850.8493	20.00737883	28.43916421	300.6969177	10.38098377	6785.925427	2946.493078	0.17661803	2.30864342	51.90242868	65.33932363	0.268696006	13.84082785	44.73799317	41.09116404	3.603087265	1.161636848	32.8552427	3.095796994	198.1042653	120.0103665	57.61835335	2.534451486	12656.53099	60.84598718	3.591418061	417.7315182	0.134634423	15.10157135	0.083722809
M21223653a	5548.170244	13.85970297	1060.393792	10028.729	23.74628585	0.012087047	8.567520308	18.92118021	120772.649	222.7332099	439.4027315	62.92482556	6.540816624	65.47562687	3422.890917	500.0532014	7838.933522	32354.08279	4.795705151	0.470934757	0.972330601	19.17234967	3.796207221	17.78509361	1.213783757	9.073541978	557.852134	16858.84263	405.6660605	112.6066422	1.632017498	2.798581888	2.891815712	161.967148	0.159491969	4.966392867	2.262510312	1492.713794	7.906596881	3.621795501	0.64586779	6.61377435	0.01043802	6.55698232	73.88660408	32.48861547	26.98798335	501.7424851	114.7585307	29683.50253	9234.780292	80.60086453	23.74014969	53019.24745	11.58738408	61.01900264	150.074458	2.928877106	2629.556474	3393.468659	0.432440107	6.770428166	0.918761644	12.70043996	0.218547545	43.73881058	92.49541472	8.668898542	48.8603568	1.23285973	19.65221103	1.32801562	119.8098198	1.745619306	1.159653845	39.49467871	9539.506103	154.0947905	2.496852389	251.760672	0.629616184	24.1239598	0.243457008
