Index	GC_N_B01	GC_N_B02	GC_N_B03	GC_N_B05	GC_N_B06	GC_N_B07	GC_N_B09_4	GC_N_B10	GC_N_B102_1	GC_N_B107	GC_N_B108	GC_N_B11	GC_N_B116	GC_N_B12	GC_N_B125	GC_N_B135	GC_N_B136	GC_N_B138	GC_N_B14	GC_N_B20	GC_N_B21	GC_N_B23	GC_N_B30	GC_N_B32_4	GC_N_B35	GC_N_B36	GC_N_B37_1	GC_N_B38	GC_N_B40	GC_N_B42	GC_N_B46	GC_N_B48_3	GC_N_B50	GC_N_B54	GC_N_B57	GC_N_B59	GC_N_B60	GC_N_B61	GC_N_B63	GC_N_B64	GC_N_B66_1	GC_N_B68_1	GC_N_B82_1	GC_N_B83_1	GC_N_B84	GC_N_B86_4	GC_N_B87	GC_P_B04_1	GC_P_B08	GC_P_B101	GC_P_B103_1	GC_P_B109	GC_P_B111	GC_P_B112	GC_P_B114	GC_P_B123	GC_P_B126	GC_P_B13	GC_P_B130	GC_P_B15	GC_P_B16	GC_P_B18	GC_P_B19	GC_P_B22	GC_P_B24	GC_P_B26	GC_P_B27	GC_P_B28	GC_P_B29_4	GC_P_B34	GC_P_B41	GC_P_B43	GC_P_B44	GC_P_B45_1	GC_P_B47	GC_P_B51	GC_P_B55_1	GC_P_B58	GC_P_B62_1	GC_P_B69_1	GC_P_B71_1	GC_P_B72	GC_P_B73
M21223845a	4615.883063	113.5938613	1048.028353	7932.955525	26.08461205	20.41350092	5.446585352	35.92043254	98125.57534	134.4014742	771.8580093	61.98484559	54.50754797	15.63275492	4651.109143	904.5944579	18152.29312	24026.98321	24.2140475	0.371359794	0.119165608	91.39652941	60.99962262	37.64427822	0.83538666	5.247087152	629.0780224	112297.9463	419.4548125	60.03855973	0.661027727	1.607002629	9.159565398	244.3293761	2.851686626	10.20402533	1.638797027	1792.070192	0.748938217	0.02667343	0.91683609	14.60936164	0.0146	118.9004191	81.09506037	115.1216807	233.134714	110.1798529	4696.829612	26724.29987	10076.05763	118.1163761	86.84600349	74316.28867	32.64842789	168.414663	310.464121	15.12395693	4910.771208	2467.079018	0.553383483	3.311775815	1.867830116	4.737103581	0.213379092	20.97205531	65.91720092	2.668027766	171.0491998	1.289997632	263.1348022	4.557498441	56.09890345	4.164131403	2.281801832	0.000131095	5598.513189	103.1375135	4.795259008	187.6649218	0.175837729	21.28284057	0.202998623
M21223065a	5080.747237	271.724731	984.841332	11776.73958	28.34561744	3.445462369	4.055799686	69.9310358	66817.88956	143.0070771	596.7794358	96.62932561	119.9779821	3.329100399	1697.508782	303.0272793	8883.511849	14471.5299	17.0952912	0.29126655	0.307293998	23.71285768	0.0447	68.33413545	18.23290141	6.423584481	266.3041259	11581.93359	306.5493878	343.0464135	1.041085216	0.47792212	27.90608464	193.3244082	4.415146197	5.873712994	0.0553	1440.778928	0.858333007	2.275654417	0.368015919	2.062445674	0.0248	3.930628164	3.987632612	32.78171971	230.241251	1453.939559	62.58827882	26535.29377	11316.93311	242.1961765	183.7250871	215186.2966	4.914083996	92.19201703	497.0092453	1.793880766	9806.184657	2536.582676	0.27288919	5.862619773	0.0229	15.86661168	0.251467163	7.397524261	19.0895165	11.28958597	21.48700896	1.629971646	40.85221398	1.023460217	108.0777529	0.00638	0.0336	0.0699	9812.656649	27.00041316	4.731466515	271.7911136	0.201667103	7.769893809	0.0934
M23131064a	3621.82749	0.1630044	380.1914654	8751.123524	25.7895082	0.016960295	0.843321948	0.164998192	151601.0319	57.12174819	520.2342913	0.077936075	174.6047768	0.531419749	3286.661891	1463.94105	21998.17716	19572.89634	0.461673195	1.05574368	0.017833931	60.42168795	1.234965234	0.0721	2.06319063	19.54321855	150.4534075	12809.2605	1105.190874	1.630826742	0.363223997	0.010888801	0.065955039	1.236511583	0.422494136	0.29688454	1.186320296	86.76139691	0.517676025	0.02667343	0.000773561	8.342244586	0.0172	42.83224196	6.994564379	145.5855085	186.003972	520.1805114	0.018710576	38743.64481	16118.66379	248.8290356	176.3197341	271943.5983	4.852152551	105.8722646	452.0277061	18.44411356	6703.006997	8326.622406	0.924500164	4.74971092	0.0519	15.99037155	0.0727	4.200378057	57.5820897	10.46823855	0.507154869	0.723750197	0.035005606	8.299412017	6.867128304	4.52E-05	0.0483	4.482266069	5283.876464	48.60347299	12.4392277	120.3958738	0.115756333	21.63669306	0.0823
M23130932a	1566.976385	157.6963136	769.478035	7562.581372	134.784806	10.5561974	9.411489896	4.90521453	44724.79146	116.0821251	406.4278522	35.61017154	144.0889919	74.35797024	2643.928569	564.4123031	18045.9144	28430.84578	3.471575737	0.184694239	1.610183864	129.4340657	14.1605911	5.397758522	11.62588291	9.019450048	618.1141822	143056.4655	387.653398	44.65685263	2.371651483	2.051120048	4.630170963	118.9721818	0.88875472	5.3705438	0.0912	360.0696392	0.500790744	1.099290274	1.066458101	2.811153893	0.00998	10.49688322	2.541708727	66.10503613	309.9548974	351.9567283	82.03089698	23931.88589	9981.486111	193.4864177	112.9306496	215576.7767	19.89688488	135.0763643	395.0382995	0.115239456	12194.71049	3081.582771	1.357630978	3.482764258	0.492976905	4.017149926	0.184518185	6.070151641	17.32476691	3.092714275	4.620173673	2.471344557	21.01348053	4.271219677	21.27680722	0.208461831	0.582712761	0.924847047	3549.590749	20.62967506	3.089354642	118.5392342	0.154263823	11.6847366	0.0766
M23131042a	2735.726399	76.52874106	425.1221077	7708.737678	49.10846572	0.016960295	157.2832916	0.164998192	134050.0132	122.6183568	388.3682849	391.0625679	0.487884218	1.876369134	4271.92514	989.8400047	14193.00452	27378.17554	0.941524307	0.553637122	0.0792	66.68065631	0.311764903	0.281631996	1.788007222	12.0089849	33.95365279	37545.51703	732.37905	15.8361435	0.249890508	1.772772282	7.505686199	0.160265425	1.122835309	0.018295787	0.0431	73.29603913	0.32935817	0.02667343	0.000773561	10.07279838	0.0154	18.62896977	20.911557	61.01940777	264.8002369	86.58187962	0.018710576	39181.28905	18254.26052	300.6970978	175.1382736	133377.9708	1.929529703	156.6026234	642.8648818	3.742412229	11792.30843	8349.537207	0.508154909	1.414832837	0.0157	10.17001968	0.0741	5.860541669	53.58728545	7.622556815	0.210910912	3.387406033	40.42497124	6.570914186	5.553022747	0.0394	0.0165	7.440603815	8602.57495	67.42344034	10.03444041	268.7992923	0.0337	22.87607665	0.120487264
M21223837a	4919.330962	174.7046722	597.6031372	8058.987348	53.07394841	3.045589141	9.19215025	20.59907303	112664.7033	200.9250903	645.1043532	99.49170745	136.6035823	29.82109896	3012.525835	204.6317388	8464.209441	20580.07598	12.08860075	2.986357398	0.771962561	38.53398349	0.307031989	27.04505038	1.866944701	7.248087709	667.5758264	16143.32099	177.2331155	94.35211766	1.335256858	2.14476498	12.26508724	85.12218361	2.553907868	4.529201111	4.153125505	579.6295958	1.508257196	9.933336023	0.346762356	10.56593835	0.00737	2.653795211	44.98043031	33.93280627	236.9077653	204.8064287	162.1584217	25495.3099	10914.97049	263.3068606	217.1820919	170993.3947	9.368182739	186.3127017	279.0761784	1.074908268	11894.60668	2721.956688	0.596995588	4.84196368	13.12143697	7.499414211	0.131221798	11.65266294	41.95689013	3.307736709	38.52525135	0.621987431	29.92386289	1.507931812	88.13755745	19.13377912	15.96613422	0.0602	3143.323343	58.06960406	6.286632266	259.0388674	0.323256229	11.66637474	0.13156144
M21221734a	4230.897364	17.07349506	496.0386913	7604.362466	144.05806	0.016960295	16.74518306	11.56687555	68049.37738	124.4781634	527.894529	32.53151152	147.2954784	14.63635102	2336.078704	1548.709616	21877.67033	38108.02314	1.294497565	0.296653249	2.138547061	82.25543659	7.738916788	10.36344392	2.186703989	5.819340739	145.8813366	50430.55597	1337.464039	193.1575542	1.391504896	0.824439624	13.994288	466.7130059	0.602318808	9.341376609	0.002173927	156.5081389	9.068800511	0.346959426	1.101817404	0.824073893	0.0424	5.118916819	5.477338868	110.7611739	241.270644	498.1128144	431.7967824	21578.68414	7309.294385	243.1600266	263.8312356	152649.4612	11.66903112	109.1343752	376.5786855	11.71798843	5484.164852	2904.094776	0.595812149	2.939857638	0.0236	22.55634201	0.135539462	13.5706743	41.60489771	24.81746218	0.0416	1.797669976	7.26760705	1.563108991	105.5042627	0.00027	0.00919	0.0283	9080.920972	53.84985074	6.570110924	210.6611853	0.237900614	19.11646243	0.212900073
M21223929a	4731.24133	90.18327771	958.8594324	8488.149151	38.78222713	0.016960295	8.019252187	0.164998192	125821.9332	182.0081052	328.9894184	117.1939502	386.3826732	29.27706835	2990.298093	631.8270065	13956.55397	28168.55977	0.800476195	4.203281868	0.615189949	24.11930661	0.691136345	1.255642473	8.65449267	14.78185824	75.94053217	23307.70505	304.565276	35.80249064	0.698214282	0.701285648	6.565905891	0.160265425	2.00311217	6.921899178	1.530523776	212.9169105	0.438256687	7.282822238	0.958759947	12.9106196	0.00897	2.642196507	13.88751362	77.02718361	307.04827	1794.10272	114.6969647	30729.72751	13634.77399	205.9692342	174.9674007	88292.99518	23.39962168	256.4563066	354.2872228	1.526105602	13150.18646	3301.582558	0.177815856	4.7292835	28.45026685	7.771471172	0.185848638	13.97466931	47.23853482	5.77371967	10.78288199	0.678453561	3.379128956	6.778945933	108.825809	41.81378783	32.32520324	0.000131095	6890.56445	58.58332225	10.64035811	159.1321763	0.432220172	18.00587504	0.170844701
M21223308a	5284.845868	2.772109828	687.2312963	6993.902085	227.1517639	0.915015549	8.995849716	5.815831994	83268.08206	135.808755	327.4673993	7.431629949	180.9073855	63.95631568	2026.372496	669.4897081	17857.19021	21957.99418	1.689872205	0.418026228	6.15393314	681.0545183	21.16964842	5.960279384	15.90844729	6.158715071	1631.370422	1033220.017	322.9603011	63.26966501	6.91179984	0.488652605	4.081173194	0.160265425	0.722766977	3.143388213	0.633821326	1658.10516	1.474064974	3.190686147	0.943371087	3.856853654	0.0163	11.25639289	61.10351199	88.33576859	599.862205	1021.447166	467.2730221	18948.38216	7020.834203	134.4482409	144.9584862	223672.4692	22.73581673	205.0037531	211.0182796	1.079061919	11892.14405	2443.105543	0.101026784	3.093035766	0.0201	7.950439737	0.19042805	12.70133096	34.780784	4.71984339	37.46235649	2.236928125	6.867748202	4.535240813	86.88884572	4.52E-05	0.0252	0.0187	8385.298646	47.02113077	6.785904039	253.1855916	0.319356734	15.25057548	0.1676606
M21223816a	9397.607857	92.25100809	983.3372545	9665.827041	129.7483623	3.571792277	9.039402506	22.11417099	135810.851	159.9323734	759.7833246	156.987412	26.43909213	164.414305	2314.23863	255.2135075	9979.076111	15364.27852	13.92772853	8.864589021	6.396079556	157.2541308	0.358296655	19.18715482	3.727925777	14.07186626	653.8157937	264687.4938	223.9128678	107.0590607	0.975061502	1.139880692	6.370047137	78.50698966	3.281483494	5.390678773	3.255739579	1219.840713	3.567481631	2.426142358	1.284374342	10.90007405	0.0182	9.007774386	80.16517529	70.21127286	69.7186745	700.9064648	45.44861454	33021.949	13436.5807	318.2557924	313.7746337	191351.6978	14.61727003	214.224512	537.5102683	0.936767917	14076.39475	4082.020222	0.312156054	4.925276523	63.67742764	22.32226078	0.267990916	22.02592943	67.77163892	11.41961389	43.85453115	0.653479259	36.33749384	4.876733936	128.4571418	54.52858679	77.76938839	0.989352097	4577.994353	85.79017696	9.966926107	346.7721558	0.775738759	17.02963911	0.146111087
M21228879a	10657.17568	154.9718976	963.2126657	10773.38136	88.6994842	5.370152836	37.74394826	5.968772243	143402.8788	132.9191246	1031.991063	360.6779976	69.52759275	4.946972286	2294.115265	470.9994349	11066.85236	28069.19316	1.948648614	9.850100158	0.291748598	213.653315	16.90284605	5.648431936	5.724783014	14.47867434	1257.00841	7202.572325	252.3522242	352.6569715	5.782772575	1.802441453	9.077128605	1615.237258	3.626136418	12.65673377	0.398265056	297.0917167	6.57976832	0.712620992	0.382450534	8.814612365	0.0215	4.724925417	119.0420637	112.0717201	80.29375123	652.452655	0.189427389	34913.51304	15515.97868	128.3664337	311.67183	74411.4233	6.397530544	124.0046975	194.912374	10.35357131	6564.651803	2925.145531	0.243421739	4.437381772	185.9790972	30.02386077	0.302420657	13.8484099	24.19530258	14.73448458	122.8581534	1.06715263	34.17434532	8.474012516	125.5270472	411.1117574	214.5666147	0.022	5076.772167	33.56825803	12.58438181	799.0202695	0.208665791	9.797031209	0.0718
M21223868a	8418.346708	134.1255737	746.0702337	7376.118123	34.59177529	5.622316814	2.878012158	16.0310621	99289.80134	132.8637367	400.7337851	25.41409573	21.61753004	5.178295535	2840.427458	444.1051289	11014.1135	18755.13695	3.051017025	0.216725114	0.017833931	25.35455539	1.133743456	15.02663691	3.552084325	9.111292632	181.2823872	60634.53541	249.7532378	79.05335768	1.394041407	2.549402171	12.58308215	113.108211	2.00420943	11.60555098	2.622441369	768.3165421	3.287162586	0.186983432	0.420072737	12.01583867	0.0106	5.379345699	6.914478268	47.20182733	67.97737024	512.8164523	127.7210622	20692.59229	10125.17617	283.0465561	169.5609571	161039.8099	18.97817222	207.0707297	486.6084497	0.740301502	5073.392711	2885.321437	0.183750577	4.518528454	0.0366	20.84184654	0.318010966	37.93574526	86.57535935	14.64256311	18.0009555	2.214972448	13.58076001	1.945810553	156.5996273	0.204646973	0.0224	0.0803	5624.054162	130.4684661	2.727955962	327.3100819	0.414124138	25.52413852	0.200364675
M23131039a	2243.906868	175.4882952	360.2094586	6390.095054	8.887092976	1.435299788	4.917712373	14.46719652	138543.1819	110.600603	261.1836849	28.50265864	14.93717292	88.34598332	2835.660423	599.4161328	8264.184085	10966.33778	1.098089965	0.492884241	3.764104038	384.2923589	0.701324341	14.48338394	4.34546936	37.54194299	689.8015162	259327.8289	341.4009737	180.2703738	0.316132941	1.760991777	9.190616525	0.160265425	0.506717164	5.399203301	0.0784	95.52294164	0.069154462	0.398414445	0.0113	5.134693094	0.00892	21.56364203	45.44702329	59.80558883	158.9230039	235.4045886	12.51639437	28704.7122	11052.55237	107.2556142	113.1224131	147695.4368	8.363911532	269.008702	148.749308	5.540521788	4554.264099	2890.613006	3.511301014	4.399761259	0.259812678	4.693130198	0.0902	4.183091563	35.23953649	5.100361354	0.771711286	5.151537848	2.637018692	2.616344794	10.12556676	0.0297	0.31405508	2.873352395	2693.648408	37.37565922	4.119479656	97.17204013	0.355761635	19.48485339	0.140488334
M21223900a	9048.693332	151.862144	899.2529757	9864.01174	308.8170972	6.852849882	22.26431056	3.239149326	107977.494	192.6861109	515.8020807	146.0441584	59.84980002	202.5358195	2239.568028	312.2991955	7814.144647	13064.37967	1.467962242	36.41578921	3.62291459	49.79925528	0.743519906	2.824403983	2.060426714	12.7137422	1012.666364	65449.72491	194.8612934	93.29303974	3.928398889	3.608136779	10.47477368	262.7605341	2.36126241	7.957264731	0.988088316	624.5987337	3.366332603	18.74522629	1.052884	11.2029955	0.0208	28.22045184	7.622791414	29.3353781	74.4553341	302.9024171	223.2901098	24648.08233	11279.99095	200.7405951	147.4333462	218161.7412	12.76407591	166.6568574	291.7148001	0.309158745	5328.614516	3946.194334	1.639643303	6.662037662	142.9954502	33.09311457	0.200124231	22.94881955	70.8081868	24.22803414	100.9150732	1.782471187	4.027793014	3.142801657	173.466917	171.6128856	166.9260039	0.18435124	9038.938248	108.2331071	2.434334307	284.7419627	0.949834219	15.46097412	0.195223746
M21201200a	1380.060637	28.76332892	567.1482959	10219.10655	159.8917689	0.016960295	45.41012465	101.4048666	54341.05289	175.0613237	272.1376689	243.0554042	22.0249421	113.1156958	643.7342124	241.2231545	10122.09993	22608.96444	17.15379187	2.312315024	63.51391986	549.0811083	0.118136589	94.26806436	4.70695655	10.42607045	1132.437333	632449.2955	258.3334389	352.9873414	0.461351177	3.084842044	2.648664303	0.160265425	0.140059055	6.561755296	0.002173927	2037.093493	0.356058803	1.284936334	0.341255762	9.256828787	0.00591	7.23319074	43.31214545	41.94629045	72.86408913	554.8133143	101.6416861	28819.12053	12277.3322	154.2946968	123.840303	116123.8189	21.34890295	170.6787679	219.2727478	1.198701797	2974.8346	4283.684336	0.840937623	2.61351914	17.7701504	2.855977318	0.25879693	8.102945654	22.76732373	2.10149254	4.735302759	3.568969259	47.79482277	0.351119302	45.54161856	35.48076294	19.65280521	4.141704067	19224.04392	27.7023659	1.636511154	111.9692096	0.311445303	11.32043238	0.0813
M21223805a	7125.179381	84.99074124	871.6133819	8449.06366	145.0062966	12.90591219	15.17439144	27.48684427	91511.67095	141.8456516	442.9162763	72.9830184	39.8777133	19.94578533	1954.150109	623.443644	18273.7984	27880.21012	9.365714231	1.595969117	0.368018887	50.75847809	17.4080647	31.9262514	6.846401637	10.73053544	123.1169747	113881.1011	471.8915201	99.0851287	2.775235392	2.192977124	13.25985128	89.00070221	2.4109655	9.18533529	2.234628849	225.8370071	5.372090567	7.178318945	0.739821151	0.390359911	0.0197	5.190718354	12.92180977	98.23932127	90.74219372	774.9299843	181.0834101	28887.3093	10091.7414	141.2596933	226.2765764	57922.40691	26.79383103	120.778209	249.8373635	0.000896976	4586.15764	2882.58445	0.381912312	4.004812246	24.91473595	30.15702144	0.273350853	29.01137452	53.19428048	19.85323487	6.782357702	2.524590914	26.7341717	3.798127738	136.5812119	73.11715948	26.85329736	2.746028446	8580.985734	84.64952535	3.737789832	147.4604946	0.339618094	20.64095382	0.166817736
M23194028a	3791.157838	46.97652693	463.375815	8919.292804	30.93533412	0.766097272	14.40680339	75.70762831	95791.71381	208.1825976	152.571895	195.3139554	15.31214418	237.677412	3293.481228	89.53580062	5857.528411	12695.79522	19.56955313	0.262381603	4.297292742	217.0733007	0.0757	67.56811969	0.110974626	13.01780656	621.5628122	168319.8424	98.35767216	328.6964828	0.281993733	1.55927883	6.310782475	0.160265425	0.0318	1.533734932	0.0418	1918.460954	0.427683549	3.585501219	0.32683683	5.231178736	0.0102	11.38795568	11.24403843	37.80623534	82.31689144	10.74691493	30.92269598	26341.9184	9476.312434	192.919015	134.7960056	168822.2345	6.473522785	237.6474435	553.9392127	8.0546695	7293.356668	3831.911566	0.28491748	1.503812255	0.627330923	4.658200367	0.186575138	8.868055846	29.6750107	3.193592869	18.17566347	3.870520224	28.42017833	0.541407889	48.93570931	0.246874362	0.649955486	0.000131095	16034.13537	37.71290034	3.009127357	227.9604982	0.725745856	7.486225248	0.118601692
M21222787a	6837.533391	178.8902078	462.9835098	11543.29599	96.06343787	10.86148128	4.356583123	110.4399259	74301.55935	185.6970858	411.7440782	76.53864141	20.08128813	137.1002699	1342.932449	172.3020689	6953.836429	20278.83184	21.97200118	0.268206076	8.394418133	102.9079354	11.07010043	111.431231	5.066285273	5.12196608	1240.702997	445835.7309	223.9362283	217.0731636	1.14281978	0.575459448	15.27832682	0.160265425	1.618938448	5.012136848	0.403804209	682.944934	1.618625375	0.773745815	0.386648101	5.439651671	0.00801	7.402928964	4.095667581	26.7385976	68.25982809	704.846016	99.9393034	26232.70019	9571.274872	125.5109726	128.1371863	58355.32645	42.4511924	153.1703675	235.9536466	17.82215224	6794.025699	3180.440748	0.221633823	4.725079721	0.53270066	14.32958592	0.222374259	6.233205584	18.24531892	10.00073527	9.066076281	3.220827936	101.5669292	1.214730076	105.4558634	2.31819095	0.573311263	0.0229	10223.39535	24.00636464	3.642761629	244.3356638	0.28595663	7.58062954	0.0898
M21223924a	8149.960252	109.1995872	1110.863962	9367.02	290.0009604	9.995620512	54.3109565	8.505378827	132642.8781	188.1911114	628.9765492	87.97238447	103.3725754	132.3432	1406.802327	411.2287462	14264.92358	16234.25875	5.488517213	31.3543689	6.215851418	358.7918897	0.111967427	5.059874986	35.07281336	23.70748048	1265.87394	1016485.91	244.1408143	18.12824785	4.71282863	2.755507955	5.484540805	0.160265425	1.642877657	4.882154999	2.460690875	287.3130196	2.233743888	7.143435098	0.743137338	18.47777935	0.0127	4.012299547	16.23506329	64.17738393	81.47621704	4250.187179	320.9637362	24967.34953	10187.9976	177.6471535	207.8264786	69618.83933	20.81825885	236.1272063	303.9071719	24.39263594	9329.953166	3897.063867	0.183017607	7.65056539	334.6253819	22.447641	0.238278934	17.87433399	39.41057729	17.32136988	192.9123756	2.095980439	10.42839862	3.158391621	146.1536632	761.4787312	351.3128857	0.533816747	10063.30257	52.7841569	4.749569369	197.6433017	0.217123081	14.82360319	0.0994
M21222613a	6582.899078	122.6864477	798.8464809	9766.423266	17.15901179	0.016960295	35.99398117	280.383221	133851.0088	152.5698228	539.8670215	523.7823919	23.89366692	0.531419749	1946.149852	289.7669806	12060.2907	22618.28006	127.5279056	0.480141769	0.017833931	379.7238953	6.800485043	220.3713342	4.060285454	17.49580002	2755.479644	640760.7709	312.3810465	180.0334997	0.773093348	3.384701515	11.84865043	39.74697917	1.889210406	6.414228606	1.263799928	166.3616591	3.895533649	11.11531778	0.858457217	7.180925944	0.0161	11.12339829	22.41656022	49.83782287	94.39664157	640.2885029	87.52274715	24661.18232	9841.877588	199.7333613	214.5636031	177057.6877	7.875798354	194.0817632	317.028943	0.000896976	9442.058145	2782.852407	0.195774213	4.179799059	0.814836392	20.82142224	0.202948718	16.72776197	45.67322736	13.17900855	5.743179097	1.577078323	377.3214515	3.097796497	83.47374983	0.314044934	0.939036676	0.198683639	5574.481212	76.64595955	41.57194197	206.6207271	0.224792038	11.76486858	0.0964
M21223918a	4270.684962	119.1281327	1022.906715	11951.3098	132.0975654	1.008400597	9.190724142	7.520514056	126140.1439	156.671449	271.3688659	124.5369598	33.88396051	0.531419749	1426.581485	357.9480767	14287.32123	25798.53558	6.650409139	1.020931233	0.017833931	99.38258757	1.857730559	8.267029231	33.11210693	15.20686271	628.8858244	13760.96063	542.0531521	40.34314717	1.814813365	0.963184945	6.857827102	0.160265425	1.579412306	8.497930871	3.723735876	1906.838811	0.65007032	2.021611782	1.253735528	3.213743831	0.0106	2.552865251	19.85402576	48.64691337	75.66849459	3589.248236	9.879064538	31286.20542	14415.42716	121.7019952	239.2418208	121166.9998	14.30874913	224.6660748	191.8587235	167.0273038	7386.173531	2847.035288	0.204595353	7.691156733	0.300632124	15.19801783	0.277438348	13.75052188	39.8143271	11.43090016	18.71163861	0.876481252	25.03276894	4.271765293	113.2254994	0.112807616	0.312121759	1.46756275	3226.239213	53.21993222	5.550096709	129.4775478	0.674393153	15.92383036	0.152285136
M23131065a	3416.131551	76.59305034	975.3461446	10377.55741	17.93895602	0.016960295	2.605058061	8.463451638	113707.1494	150.799294	608.2057338	12.69338443	5.46735808	20.40276086	2303.752724	487.0797016	13538.85917	21115.47153	1.072775852	0.46633808	1.650126948	193.2844864	0.161593118	9.022834918	3.19310525	14.77642199	988.7788138	268372.7143	432.1365314	40.09136382	0.163870155	0.010888801	4.212839909	9.002222747	0.06	8.925653906	0.214123822	1189.943475	0.460280585	0.02667343	0.000773561	5.369812538	0.00726	4.713988134	10.21075741	93.88225837	74.09072428	315.2798057	14.04125993	29223.96042	12589.85692	229.5726116	313.3009128	197491.0126	33.25796382	228.1521528	402.3513201	6.609882307	6872.897945	3398.724445	0.53981805	1.749144446	0.00792	4.531545048	0.0793	4.581492756	16.19197117	2.701451365	0.00651	1.333713841	5.220769204	3.323934309	45.8566472	0.00955	0.0121	8.317911474	9027.625265	19.9361354	5.335160778	175.0220622	0.386442345	7.460309266	0.0677
M23131047a	2001.472056	73.27986711	562.8323085	7444.969438	102.6482215	0.016960295	2.366260761	2.245891954	125560.5398	138.8443361	788.6617303	8.197498841	16.43391166	32.88019173	2226.908678	836.4529494	19298.68314	19594.68546	2.244193104	0.52385869	2.899840637	192.284837	2.273615843	2.945165467	0.94297583	6.912453092	529.1740174	415175.1053	638.6164942	10.42450515	2.336881304	1.370208303	6.08223728	0.160265425	0.110186301	12.83977343	0.764173596	296.8127295	0.467872967	0.371849754	0.000773561	2.52134404	0.0118	6.252798319	10.6338056	152.6887978	78.10232761	74.28251561	543.6134105	20861.55235	6329.414162	150.1264164	203.4597752	191880.8892	8.030168724	118.1057964	268.6788447	48.24008579	7290.555933	2067.673081	0.166753953	2.156420865	0.244722545	4.481209796	0.242879318	13.55304	53.51473841	3.653498023	2.104955763	1.671192812	10.20769425	3.976268312	23.59468975	0.144194538	0.26328679	3.764019974	5154.708213	63.39838034	3.988710431	97.9297766	0.396443886	18.40702964	0.197456293
M2369056a	2540.546401	19.29687846	681.9477076	12646.94	200.353787	0.718995147	57.47757986	12.84509943	59607.10637	169.196042	128.3174305	459.9362348	60.45000597	257.7992045	2403.547005	406.0773023	13667.95147	25766.65174	7.138758132	8.06936527	4.960791274	243.4817339	2.301649103	11.00571531	1.418735843	19.10395413	931.6995293	502093.9949	424.8007146	115.4018304	1.489066176	0.010888801	3.361183467	0.160265425	0.911520187	5.379700978	1.422867233	1249.562471	0.069154462	0.504732154	0.031	1.882590206	0.0288	3.186661797	167.327682	33.30379612	83.84431308	279.8045574	363.271496	34478.94196	14380.60343	178.0798782	156.4161196	108234.9409	22.62796414	143.2136235	257.1990716	11.41176948	7389.749224	3933.868757	0.363282211	3.160800401	134.9154682	3.000190681	0.182921657	7.399758287	22.52996616	2.565851404	9.055926695	4.713301423	16.4108683	0.555403307	32.47532323	533.4915981	163.2287526	0.809796434	9669.885503	26.70242016	1.725943139	105.3361097	0.492896044	13.15406469	0.163324525
M21221795a	6776.018365	101.1439793	571.6791579	10012.6662	196.454576	2.688513596	18.88238526	4.371816282	135398.5563	186.0710532	634.8092461	133.8566049	61.97246123	206.9436978	1481.61749	474.6841562	16732.02003	22007.8863	4.658193454	5.958922194	6.894042	237.193247	0.164995256	6.041572955	18.99232548	11.76857117	930.2483634	505761.9981	252.6892437	53.26371243	3.5681572	1.774487499	7.740542146	0.160265425	1.028888101	5.210514317	0.93878815	263.398921	5.339316898	2.117456704	0.899382027	6.022589764	0.0516	4.98082954	26.99608549	109.3980247	77.33433474	2277.171622	100.7403897	34000.34287	15251.17747	194.3872119	289.5716366	64563.9117	5.662945173	234.9140787	217.0448592	9.762898209	26942.96604	3507.413766	0.42397281	10.97657054	43.68473681	26.35259619	0.154215999	9.199005176	33.44022273	13.24487891	7.748712753	0.748923276	10.83110445	7.096103018	123.0199366	210.2073595	50.57261622	0.0906	5199.65835	44.97465475	23.92629821	243.2047225	0.558128457	13.76893519	0.13299498
M21223926a	2085.221262	26.4294054	526.4594145	8485.573614	11.50814223	0.016960295	14.50833659	8.475574177	132608.631	138.0814853	252.0432118	69.32619524	18.42814036	15.72241408	3489.894772	1029.212925	17174.37439	19845.89143	1.264927804	0.55838676	0.471858051	23.40422518	3.096403857	6.445306665	2.761096327	11.3719169	154.8174869	6708.801374	410.9818438	149.5109493	0.887056807	1.167270711	3.549839186	0.160265425	0.153791662	11.86808879	0.0241	552.2654986	0.694566621	2.260770055	1.35691292	9.360545317	0.0162	68.63797484	61.69556863	120.3682678	57.44337462	886.5000829	194.2194403	16428.5593	5145.564533	160.2446841	187.3716738	163214.2997	8.915830233	145.3488421	343.6491539	11.28839626	7330.579775	2524.389505	1.006658198	5.955287521	0.0682	7.923699318	0.243417021	12.57111248	56.58444357	6.206353879	13.01565298	0.53399505	3.055656262	3.156876408	74.69685115	1.768639367	0.059	0.214451775	1482.272804	77.13590336	3.632049005	107.4611673	0.0642	11.78409448	0.100068431
